FOOD NAME	EHR PATIENT COUNT FOR FOOD NAME	GPT-based ingredient list
List of sour soups	0	Tamarind | Tomato | Lemon | Vinegar | Yogurt | Kokum | Mango | Green Mango | Sorrel | Roselle | Bilimbi | Hog Plum | Gooseberry | Carambola | Bignay | Santol | Garcinia | Elephant Apple | Pomelo | Passion Fruit | Pineapple | Orange | Grapefruit | Lime | Lemon | Green Apple | Green Plum | Green Papaya | Green Banana | Green Tomato | Green Chili | Green Pepper | Green Bean | Green Pea | Green Lentil | Green Gram | Green Gram Flour | Green Gram Sprout | Green Gram Leaf | Green Gram Seed | Green Gram Husk | Green Gram Skin | Green Gram Stalk | Green Gram Root | Green Gram Juice | Green Gram Water | Green Gram Stock | Green Gram Paste | Green Gram Puree | Green Gram Sauce | Green Gram Dip | Green Gram Spread | Green Gram Jam | Green Gram Jelly | Green Gram Candy | Green Gram Syrup | Green Gram Extract | Green Gram Essence | Green Gram Oil | Green Gram Butter | Green Gram Cheese | Green Gram Yogurt | Green Gram Ice Cream | Green Gram Sorbet | Green Gram Popsicle | Green Gram Cake | Green Gram Cookie | Green Gram Muffin | Green Gram Bread | Green Gram Roll | Green Gram Bun | Green Gram Pancake | Green Gram Waffle | Green Gram Crepe | Green Gram Pudding | Green Gram Custard | Green Gram Flan | Green Gram Tart | Green Gram Pie | Green Gram Crisp | Green Gram Crumble | Green Gram Cobbler | Green Gram Parfait | Green Gram Trifle | Green Gram Souffle | Green Gram Mousse | Green Gram Fondue | Green Gram Salad | Green Gram Slaw | Green Gram Salsa | Green Gram Guacamole | Green Gram Hummus | Green Gram Pate | Green Gram Terrine | Green Gram Roulade | Green Gram Quiche | Green Gram Frittata | Green Gram Omelette | Green Gram Scramble | Green Gram Benedict | Green Gram Sandwich | Green Gram Wrap | Green Gram Taco | Green Gram Burrito | Green Gram Quesadilla | Green Gram Pizza | Green Gram Burger | Green Gram Hot Dog | Green Gram Sausage | Green Gram Meatball | Green Gram Kebab | Green Gram Skewer | Green Gram Stir Fry | Green Gram Saute | Green Gram Braise | Green Gram Stew | Green Gram Soup | Green Gram Chowder | Green Gram Bisque | Green Gram Gumbo | Green Gram Curry | Green Gram Casserole | Green Gram Gratin | Green Gram Lasagna | Green Gram Enchilada | Green Gram Tamale | Green Gram Ravioli | Green Gram Tortellini | Green Gram Gnocchi | Green Gram Dumpling | Green Gram Pierogi | Green Gram Samosa | Green Gram Empanada | Green Gram Spring Roll | Green Gram Egg Roll | Green Gram Sushi | Green Gram Sashimi | Green Gram Ceviche | Green Gram Tartare | Green Gram Carpaccio | Green Gram Jerky | Green Gram Chips | Green Gram Fries | Green Gram Rings | Green Gram Wedges | Green Gram Hash Browns | Green Gram Tater Tots | Green Gram Croquette | Green Gram Tempura | Green Gram Katsu | Green Gram Schnitzel | Green Gram Cutlet | Green Gram Burger | Green Gram Slider | Green Gram Dog | Green Gram Taco | Green Gram Burrito | Green Gram Quesadilla | Green Gram Pizza | Green Gram Pasta | Green Gram Rice | Green Gram Noodle | Green Gram Couscous | Green Gram Polenta | Green Gram Grits | Green Gram Porridge | Green Gram Risotto | Green Gram Pilaf | Green Gram Paella | Green Gram Biriyani | Green Gram Sushi | Green Gram Sashimi | Green Gram Ceviche | Green Gram Tartare | Green Gram Carpaccio | Green Gram Jerky | Green Gram Chips | Green Gram Fries | Green Gram Rings | Green Gram Wedges | Green Gram Hash Browns | Green Gram Tater Tots | Green Gram Croquette | Green Gram Tempura | Green Gram Katsu | Green Gram Schnitzel | Green Gram Cutlet | Green Gram Burger | Green Gram Slider | Green Gram Dog | Green Gram Taco | Green Gram Burrito | Green Gram Quesadilla | Green Gram Pizza | Green Gram Pasta | Green Gram Rice | Green Gram Noodle | Green Gram Couscous | Green Gram Polenta | Green Gram Grits | Green Gram Porridge | Green Gram Risotto | Green Gram Pilaf | Green Gram Paella | Green Gram Biriyani | Green Gram Sushi | Green Gram Sashimi | Green Gram Ceviche | Green Gram Tartare | Green Gram Carpaccio | Green Gram Jerky | Green Gram Chips | Green Gram Fries | Green Gram Rings | Green Gram Wedges | Green Gram Hash Browns | Green Gram Tater Tots | Green Gram Croquette | Green Gram Tempura | Green Gram Katsu | Green Gram
Litti	0	Whole wheat flour | Sattu (roasted gram flour) | Green chilies | Ginger | Garlic | Mustard oil | Ajwain (carom seeds) | Turmeric powder | Salt | Ghee
Liver and onions	233	Liver | Onions | Flour | Butter | Salt | Pepper
Liver cake	0	Liver | Flour | Eggs | Milk | Butter | Baking powder | Salt | Pepper
Liver pâté	1	Liver | Butter | Onion | Garlic | Herbs | Spices | Brandy | Cream
Liver soup	5	Liver | Onions | Carrots | Potatoes | Celery | Garlic | Beef broth | Tomato paste | Bay leaves | Thyme | Salt | Pepper
Liver spread	32	Liver | Onions | Butter | Garlic | Salt | Pepper | Herbs
Livermush	0	Pork liver|Pork meat|Cornmeal|Spices
Llapingacho	0	Potatoes | Cheese | Onions | Achiote | Salt
Lo mai chi	0	Glutinous rice | Red bean paste | Sugar | Sesame seeds
Lo mai gai	0	Glutinous rice | Chicken | Chinese sausage | Dried shrimp | Shiitake mushrooms | Lotus leaf
Lo mein	362	Egg noodles | Vegetables (such as carrots, cabbage, and snow peas) | Protein (such as chicken, beef, shrimp, or tofu) | Soy sauce | Oyster sauce | Sesame oil | Garlic | Ginger
Ló͘-bah-pn̄g	0	Pork belly|garlic|shallots|rock sugar|soy sauce|dark soy sauce|star anise|cinnamon stick|bay leaves|water
Loaded fries	17	French fries | Cheese | Bacon | Sour cream | Green onions | Jalapeños | Ranch dressing
Lobiani	0	Kidney beans | Onions | Garlic | Coriander | Fenugreek | Cilantro | Salt | Black pepper | Red pepper flakes | Flour | Yeast | Sugar | Olive oil
Lobio	4	Kidney beans | Onions | Garlic | Coriander | Walnuts | Red pepper flakes | Cilantro
Lobscouse	0	Beef | Onions | Potatoes | Water | Salt | Pepper
Lobster Newberg	0	Lobster | Butter | Heavy cream | Egg yolks | Sherry | Cayenne pepper
Lobster roll	52	Lobster | Mayonnaise | Lemon juice | Salt | Pepper | Butter | Hot dog bun
Lobster stew	2	Lobster | Butter | Onion | Flour | Milk | Heavy cream | Sherry | Salt | Pepper
Lobster Thermidor	0	Lobster | Cream | Egg yolks | Mustard | Cayenne pepper | Parmesan cheese | Brandy | Butter | Lemon juice | Salt | Pepper
Locho	1	Gram flour | Baking soda | Turmeric powder | Salt | Water | Oil | Garlic | Green chilies | Ginger | Mustard seeds | Cumin seeds | Asafoetida | Curry leaves | Lemon juice | Sev | Onion | Tomato
Loco moco	0	White rice | Hamburger patty | Fried egg | Brown gravy
Locrio	0	Rice | Meat (chicken, pork, or seafood) | Tomato paste | Bell peppers | Onion | Garlic | Cilantro | Oregano | Salt | Pepper | Oil | Water
Locro	0	Potatoes | Corn | Beans | Meat | Onion | Garlic | Paprika | Cumin | Oregano | Bay leaves | Salt | Pepper
Lofenalac	44	Casein | Lactose | Corn syrup solids | High oleic safflower oil | Medium chain triglycerides | Soy oil | L-cystine | L-tyrosine | Calcium phosphate | Potassium phosphate | Magnesium chloride | Potassium citrate | Sodium citrate | Choline bitartrate | Ascorbic acid | Taurine | L-carnitine | Ferrous sulfate | Zinc sulfate | Vitamin E acetate | Niacinamide | Calcium pantothenate | Copper gluconate | Vitamin A palmitate | Thiamine hydrochloride | Pyridoxine hydrochloride | Riboflavin | Folic acid | Potassium iodide | Sodium selenite | Vitamin K1 | Biotin | Vitamin D3 | Vitamin B12
Lohikeitto	0	Salmon | Potatoes | Leeks | Water | Salt | Allspice berries | Bay leaves | Cream | Fresh dill
Lokma	0	Flour | Yeast | Sugar | Water | Salt | Oil
Lokot-lokot	0	Rice flour | Coconut milk | Sugar | Salt | Pandan leaves
Lokshen	0	Egg noodles | Chicken broth | Salt | Pepper | Chopped parsley
Lokshen mit kaese	0	Lokshen | Kaese
Lollipop	1508	Chicken | Flour | Eggs | Bread crumbs | Oil | Salt | Pepper
Lolly cake	0	Malt biscuits | Butter | Sweetened condensed milk | Eskimo lollies | Coconut
Lolly Gobble Bliss Bombs	0	Puffed rice | Marshmallows | Butter | Golden syrup | Chocolate | Sprinkles
Lomi	6	Dried egg noodles | Pork | Shrimp | Chicken broth | Fish sauce | Garlic | Onion | Carrots | Cabbage | Green beans | Celery | Green onions
Lomi oio	0	Oio fish | Tomatoes | Onions | Green onions | Salt | Pepper | Water
Lomi-lomi salmon	0	Salmon|Tomatoes|Onions|Green onions|Salt
Lomo a lo pobre	0	Beef tenderloin | French fries | Fried eggs | Caramelized onions
Lomo saltado	0	Beef | Soy sauce | Red onion | Tomatoes | Aji amarillo | Garlic | Vinegar | Cilantro | French fries
London bun	0	Flour | Butter | Sugar | Currants | Eggs | Milk | Yeast
London drops	0	Egg yolks|Sugar|Butter|Flour|Vanilla essence
Long John	374	Flour | Sugar | Baking powder | Salt | Milk | Egg | Butter | Vanilla extract
Longaniza	0	Pork | Garlic | Paprika | Salt | Vinegar | Oregano | Black pepper | Cumin
Longganisa de Guinobatan	0	Ground pork | garlic | vinegar | soy sauce | sugar | salt | pepper | annatto seeds
Lontong	0	Rice | Coconut milk | Lemongrass | Galangal | Bay leaves | Salt
Lontong balap	0	Rice cake | Bean sprouts | Tofu | Lontong sauce | Sambal | Fried shallots | Emping (melinjo chips)
Lontong cap go meh	0	Rice cake | Chicken | Shrimp | Bamboo shoots | Cabbage | Carrots | Green beans | Glass noodles | Coconut milk | Spices
Lontong sayur	0	Rice cake | Coconut milk | Vegetables | Spices
Loobia polo	0	Green beans | Rice | Ground beef | Onion | Tomato paste | Turmeric | Cinnamon | Salt | Pepper | Advieh (Persian spice mix)
Lor mee	0	Noodles | Braised pork belly | Hard-boiled eggs | Fish cake | Bean sprouts | Cucumber | Garlic | Vinegar | Cornstarch | Soy sauce | Dark soy sauce | White pepper | Sugar | Salt | Water
Lorighittas	0	Semolina flour | Water | Salt
Lort cha	0	Rice noodles | Beef | Eggs | Bean sprouts | Green onions | Garlic | Soy sauce | Oyster sauce | Sugar | Black pepper | Cooking oil
Lörtsy	0	Flour | Butter | Milk | Baking powder | Salt | Filling of choice
Lotus leaf bread	0	Lotus leaf | Sticky rice | Pork belly | Chinese sausage | Dried shrimp | Shiitake mushrooms | Salted egg | Salt | Pepper | Soy sauce | Oyster sauce | Sugar | Oil
Lotus seed bun	0	Lotus seeds | Sugar | Flour | Yeast | Oil | Salt
Lou mei	0	Pork belly|duck|chicken feet|beancurd skin|hard-boiled eggs|sausage|pig's skin|pork intestines|pork blood|tofu|daikon radish|soy sauce|star anise|cinnamon|cloves|fennel seeds|sugar|salt|water
Louis dressing	0	Mayonnaise | Ketchup | Sweet pickle relish | Lemon juice | Worcestershire sauce | Hot sauce | Onion | Garlic | Paprika
Louise cake	0	Butter | Sugar | Egg | Flour | Baking powder | Raspberry jam | Desiccated coconut
Loukaniko	0	Pork | Red wine | Garlic | Salt | Pepper | Oregano | Cumin
Love cake	8	Butter | Sugar | Eggs | Semolina | Cashew nuts | Almonds | Pumpkin preserve | Vanilla extract | Rose water | Nutmeg | Cardamom | Cinnamon | Baking powder | Milk
Lox	1141	Salmon | Salt | Sugar
Lucban longganisa	0	Ground pork | garlic | vinegar | salt | pepper | sugar | paprika | annatto seeds
Luchi	7	All-purpose flour | Salt | Water | Oil
Lüdagun	0	Pork | Bamboo shoots | Wood ear mushrooms | Dried lily buds | Dried tofu skin | Cloud ear fungus | Daylily buds | Lily bulbs | Peanuts | Dried red chili peppers | Sichuan peppercorns | Ginger | Garlic | Scallions | Soy sauce | Cooking wine | Sugar | Salt | Vinegar | Cornstarch
Luganega	0	Pork | Pork fat | Red wine | Salt | Black pepper | Nutmeg | Garlic | Rosemary | Parsley
Lugaw	0	Rice | Water | Ginger | Garlic | Onion | Fish sauce | Salt | Pepper
Lūʻau	0	Taro leaves | Coconut milk | Salt | Water | Lūʻau leaves | Pork | Butterfish
Lukanka	0	Pork | Beef | Salt | Black pepper | Cumin | Paprika | Garlic | Sugar | Sodium nitrite
Lukhmi	0	All-purpose flour | Ghee | Minced meat | Onions | Green chilies | Ginger | Garlic | Coriander leaves | Mint leaves | Spices
Lula kebab	0	Ground lamb|Onion|Garlic|Parsley|Cumin|Coriander|Paprika|Salt|Pepper
Lumlom	0	Chicken | Coconut milk | Lemongrass | Galangal | Kaffir lime leaves | Shallots | Garlic | Red chili | Turmeric | Tamarind paste | Palm sugar | Salt
Lumpia goreng	0	Ground pork|Shrimp|Carrots|Green onions|Garlic|Soy sauce|Salt|Pepper|Egg roll wrappers
Lumpia semarang	0	Ground pork|Shrimp|Bamboo shoots|Carrots|Green onions|Garlic|Egg|Salt|Pepper|Sugar|Soy sauce|Lumpia wrappers
Lumpiang gulay	0	Carrots | Green beans | Cabbage | Tofu | Bean sprouts | Garlic | Onion
Lumpiang keso	0	Lumpia wrappers | Cheese | Sugar | Oil
Lumpiang Shanghai	0	Ground pork | Carrots | Green onions | Garlic | Soy sauce | Salt | Pepper | Lumpia wrappers
Lumpiang ubod	0	Ubod | Ground pork | Shrimp | Garlic | Onion | Carrots | Green beans | Soy sauce | Salt | Pepper | Lumpia wrappers
Lunch meat	11947	Pork|Beef|Chicken|Turkey|Water|Salt|Sugar|Spices|Sodium Nitrite
Lung fung soup	0	Chicken | Mushrooms | Bamboo shoots | Water chestnuts | Peas | Eggs | Cornstarch | Soy sauce | Salt | Pepper
Lunumiris	0	Green chilies | Onion | Maldive fish | Lime juice | Salt
Luosifen	0	Rice noodles | Luosifen broth | Pickled bamboo shoots | Pickled green beans | Pickled radish | Peanuts | Tofu skin | Fresh herbs
Lupis	531	Glutinous rice | Coconut milk | Palm sugar | Pandan leaves
Luther Burger	0	Burger patty | Cheese | Bacon | Glazed donut halves
Luzhu huoshao	0	Pork belly|Firm tofu|Bamboo shoots|Shiitake mushrooms|Wood ear mushrooms|Quail eggs
Lyangcha	0	All-purpose flour | Sugar | Ghee | Water | Oil | Cardamom pods
Lychee pork	0	Pork | Lychee | Soy sauce | Oyster sauce | Garlic | Ginger | Green onions | Cornstarch | Oil
Lye roll	0	Flour | Water | Lye | Salt
Lyonnaise potatoes	0	Potatoes | Onions | Butter | Olive oil | Salt | Pepper
Lyutenica	0	Red peppers | Tomatoes | Carrots | Onions | Garlic | Sunflower oil | Salt | Sugar | Black pepper | Paprika
Lyutika	0	Tomatoes | Bell peppers | Onions | Garlic | Olive oil | Salt | Sugar | Vinegar
Ma'amoul	0	Semolina | Butter | Sugar | Rose water | Orange blossom water | Dates | Walnuts
Maachha bihana	0	Fish | Mustard seeds | Turmeric powder | Garlic | Ginger | Green chilies | Tomatoes | Oil | Salt
Macapuno	0	Coconut | Sugar | Water
Macaron	102	Almond flour | Powdered sugar | Egg whites | Granulated sugar | Food coloring
Macaroni	45583	Macaroni | Cheese | Milk | Butter | Flour | Salt | Pepper
Macaroni and cheese	30500	Macaroni | Cheese | Milk | Butter | Flour | Salt | Pepper
Macaroni casserole	17	Macaroni | Ground beef | Onion | Garlic | Tomato sauce | Italian seasoning | Mozzarella cheese | Parmesan cheese | Salt | Pepper
Macaroni Hamin	0	Macaroni | Beef | Potatoes | Onion | Garlic | Paprika | Turmeric | Salt | Pepper | Water
Macaroni salad	1019	Macaroni | Mayonnaise | Vinegar | Sugar | Mustard | Salt | Pepper | Celery | Onion | Bell pepper
Macaroni soup	17	Macaroni | Chicken broth | Carrots | Celery | Onion | Garlic | Salt | Pepper | Bay leaf | Parsley
Macaroon	116	Almond flour | Powdered sugar | Egg whites | Granulated sugar | Salt | Vanilla extract
Maccheroni alla molinara	0	Maccheroni | Tomato sauce | Onion | Garlic | Olive oil | Basil | Parmesan cheese
Macedonia	497	Potatoes | Carrots | Peas | Green beans | Corn | Mayonnaise | Lemon juice | Salt | Pepper
Machaca	1	Beef | Onion | Bell pepper | Tomato | Garlic | Eggs | Salt | Pepper
Machacado con huevo	0	Dried beef | Eggs | Tomatoes | Onions | Serrano peppers | Garlic | Oil | Salt
Machas a la parmesana	0	Machas | Parmesan cheese | Butter | Garlic | White wine | Lemon juice | Bread crumbs | Parsley
Mache	217	Mache | Olive oil | Lemon juice | Salt | Pepper
Machh bhaja	0	Fish | Turmeric powder | Red chili powder | Salt | Mustard oil
Machher Jhol	0	Fish | Potatoes | Tomatoes | Green chilies | Ginger | Cumin | Turmeric | Red chili powder | Coriander powder | Garam masala | Mustard oil | Water | Salt
Maconochie	3	Potatoes | Carrots | Onions | Beef | Water | Salt | Pepper
Macroom Oatmeal	0	Oats | Water | Salt
Madeira cake	0	Butter | Sugar | Eggs | Flour | Baking powder | Lemon zest
Madeleine	13162	Butter | Sugar | Eggs | Flour | Baking powder | Lemon zest
Madras curry	3	Onion | Tomato | Ginger | Garlic | Curry leaves | Mustard seeds | Cumin seeds | Turmeric | Chili powder | Coriander powder | Cumin powder | Garam masala | Coconut milk
Madumongso	0	Rice | Coconut milk | Lemongrass | Kaffir lime leaves | Galangal | Turmeric | Bay leaves | Shallots | Garlic | Salt
Maejap-gwa	0	Sesame seeds|ginger|cinnamon|honey|soy sauce|water
Maeun-tang	0	Fish | Radish | Onion | Green onion | Red chili pepper | Garlic | Ginger | Korean red chili paste | Korean red chili powder | Soy sauce | Water
Mafaldine	0	Durum wheat semolina | Water
Mafrum	0	Ground beef | Potatoes | Eggs | Bread crumbs | Spices
Magenbrot	0	Flour | Honey | Brown sugar | Cocoa powder | Cinnamon | Cloves | Nutmeg | Orange zest | Lemon zest | Baking powder | Water | Kirsch | Almonds
Mageu	0	Maize meal|Water|Sugar|Active yeast
Maghaz	0	Brain | Spices | Onions | Tomatoes | Green Chilies | Ginger | Garlic | Oil | Salt
Magiritsa	0	Lamb offal | Rice | Lemon | Dill | Egg | Avgolemono sauce
Magiun of Topoloveni	0	Plums|Sugar
Mahdjouba	0	Semolina | Water | Salt | Olive oil | Onion | Tomatoes | Bell pepper | Garlic | Paprika | Cumin | Chili pepper | Coriander | Parsley
Mahleb	0	Mahleb | Cherry pits
Mahmous	3	Chickpeas | Tahini | Lemon juice | Garlic | Olive oil | Salt | Cumin
Mahua	1	All-purpose flour | Sugar | Ghee | Water | Cardamom pods | Oil for frying
Mahyawa	0	Fish | Salt | Water
Maids of honour tart	0	Puff pastry | Almonds | Currants | Lemon zest | Sugar | Eggs | Butter | Cream
Maíz con hielo	0	Corn | Sugar | Evaporated milk | Ice cubes
Maize flour	4	Maize flour
Maja blanca	0	Coconut milk | Cornstarch | Sugar | Corn kernels
Mak-guksu	0	Buckwheat noodles | Cucumber | Kimchi | Boiled egg | Radish | Green onion | Sesame seeds | Sesame oil | Red pepper flakes | Vinegar | Sugar | Soy sauce | Garlic | Beef broth
Makalo	0	Potatoes | onions | green peppers | tomatoes | olive oil | salt | pepper | paprika | eggs
Makanek	0	Ground beef | Beef suet | Salt | Black pepper | Cinnamon | Allspice | Pine nuts | Beef casing
Makarony po-flotski	0	Macaroni | Ground meat | Onion | Garlic | Tomato paste | Sour cream | Salt | Pepper
Makchang	0	Pork intestines | Garlic | Green onions | Soy sauce | Sugar | Sesame oil | Sesame seeds | Black pepper | Chili flakes
Makdous	1	Eggplants | Walnuts | Red pepper | Garlic | Salt | Olive oil
Makhan Bada	0	Chana dal | Ginger | Green chilies | Asafoetida | Cumin seeds | Coriander leaves | Salt | Ghee
Makhan malai	0	Butter | Cream | Sugar | Saffron | Cardamom | Almonds | Pistachios
Maki mi	0	Rice | Vinegar | Sugar | Salt | Nori | Fish | Vegetables | Soy Sauce | Wasabi | Pickled Ginger
Makka Poha	0	Flattened rice | Mustard seeds | Cumin seeds | Turmeric powder | Green chilies | Curry leaves | Peanuts | Sugar | Salt | Lemon juice | Fresh coriander leaves
Makki ki roti	0	Cornmeal | Water | Salt
Makówki	0	Poppy seeds | Honey | Nuts | Raisins | Almonds | Walnuts | Spices | Bread
Makroudh	0	Semolina | Dates | Honey | Vegetable oil | Ground cinnamon | Ground cloves | Orange blossom water
Mala Hotpot	0	Beef slices | Pork slices | Chicken slices | Shrimp | Fish balls | Tofu | Mushrooms | Noodles | Vegetables | Sichuan peppercorns | Dried chili peppers | Chinese hotpot base
Mala Mogodu	0	Tripe|Onions|Garlic|Ginger|Chili peppers|Spices
Mala xiang guo	0	Beef | Chicken | Shrimp | Tofu | Lotus root | Potato | Cauliflower | Broccoli | Bell peppers | Green beans | Mushrooms | Corn | Bamboo shoots | Wood ear mushrooms | Sichuan peppercorns | Dried chili peppers | Garlic | Ginger | Scallions | Soy sauce | Doubanjiang | Cooking oil
Malabar	34	betel nuts|betel leaves|tobacco|lime|areca nut
Malabar matthi curry	0	Fish | Coconut | Shallots | Ginger | Garlic | Green chilies | Turmeric | Red chili powder | Coriander powder | Fenugreek seeds | Mustard seeds | Curry leaves | Tamarind | Coconut oil | Water | Salt
Malakoff	1	Gruyère cheese | White wine | Garlic | Baguette | Flour | Egg | Oil
Malamba	0	Palm wine | Sugar | Ginger | Cloves | Nutmeg
Malassada	0	Flour | Sugar | Eggs | Butter | Milk | Yeast | Salt
Malawach	0	Flour | Water | Yeast | Butter | Salt
Malawah	1	Flour | Water | Sugar | Salt | Yeast | Butter
Malay sponge cake	0	Eggs | Sugar | Flour | Cornstarch | Butter | Vanilla essence
Malewa	0	Malewa | Salt | Water | Baking soda | Palm oil
